Time, xr, yr, zr, q0r, q1r, q2r, q3r, xn, yn, zn, q0n, q1n, q2n, q3n
165.564, 0.650173, -0.175785, 0.579228, 0.000147502, -0.00173816, 0.999998, 1.35553e-05, 0.649917, -0.1765, 0.579464, -5.90728e-06, 8.46223e-08, 1, 7.02274e-07, 
165.664, 0.650378, -0.175884, 0.579414, 0.000528737, -0.00138863, 0.999999, 2.3387e-05, 0.649917, -0.1765, 0.579464, -6.33648e-06, 9.09459e-08, 1, 7.49885e-07, 
165.764, 0.650738, -0.175886, 0.579423, 0.000697942, -0.0012206, 0.999999, 3.02403e-05, 0.649917, -0.1765, 0.579464, -6.76586e-06, 9.77134e-08, 1, 7.96794e-07, 
165.864, 0.651012, -0.176134, 0.579519, 0.00101051, -0.000790648, 0.999999, 3.49216e-05, 0.649917, -0.1765, 0.579464, -7.19382e-06, 1.03641e-07, 1, 8.42789e-07, 
165.964, 0.651205, -0.176166, 0.57954, 0.00124148, -0.000616511, 0.999999, 4.13157e-05, 0.649917, -0.1765, 0.579464, -7.6188e-06, 1.10259e-07, 1, 8.8748e-07, 
166.064, 0.651304, -0.176351, 0.579349, 0.00121232, -0.000211449, 0.999999, 4.19514e-05, 0.649917, -0.1765, 0.579464, -8.0393e-06, 1.16382e-07, 1, 9.30726e-07, 
166.164, 0.651476, -0.176249, 0.579568, 0.00163936, -8.44529e-05, 0.999999, 5.47386e-05, 0.649917, -0.1765, 0.579464, -8.45388e-06, 1.22539e-07, 1, 9.72279e-07, 
166.264, 0.651545, -0.176408, 0.579483, 0.00165208, 0.000277886, 0.999999, 5.30393e-05, 0.649917, -0.1765, 0.579464, -8.86117e-06, 1.28833e-07, 1, 1.01188e-06, 
166.364, 0.651534, -0.176427, 0.579236, 0.0014655, 0.000464731, 0.999999, 4.46796e-05, 0.649917, -0.1765, 0.579464, -9.25985e-06, 1.34627e-07, 1, 1.04932e-06, 
166.464, 0.651487, -0.17654, 0.579417, 0.00173538, 0.000753372, 0.999998, 5.00479e-05, 0.649917, -0.1765, 0.579464, -9.64864e-06, 1.40873e-07, 1, 1.08444e-06, 
166.564, 0.651653, -0.176335, 0.579525, 0.00196788, 0.000866397, 0.999998, 5.70493e-05, 0.649917, -0.1765, 0.579464, -1.00263e-05, 1.46948e-07, 1, 1.117e-06, 
166.664, 0.651499, -0.176397, 0.579466, 0.00186313, 0.00111103, 0.999998, 5.53856e-05, 0.649917, -0.1765, 0.579464, -1.03918e-05, 1.5251e-07, 1, 1.14686e-06, 
166.764, 0.651414, -0.176314, 0.579464, 0.00185965, 0.00125972, 0.999997, 5.25133e-05, 0.649917, -0.1765, 0.579464, -1.0744e-05, 1.57787e-07, 1, 1.17387e-06, 
166.864, 0.65129, -0.176204, 0.579598, 0.00201536, 0.0012833, 0.999997, 5.53457e-05, 0.649917, -0.1765, 0.579464, -1.10818e-05, 1.63064e-07, 1, 1.19786e-06, 
166.964, 0.651164, -0.176201, 0.579313, 0.00161177, 0.00141746, 0.999998, 4.03216e-05, 0.649917, -0.1765, 0.579464, -1.14043e-05, 1.68093e-07, 1, 1.21871e-06, 
167.064, 0.651042, -0.176109, 0.579422, 0.0017479, 0.00143451, 0.999997, 4.74542e-05, 0.649917, -0.1765, 0.579464, -1.17104e-05, 1.73136e-07, 1, 1.23639e-06, 
167.164, 0.651142, -0.176064, 0.579551, 0.0018803, 0.00154634, 0.999997, 5.1393e-05, 0.649917, -0.1765, 0.579464, -1.19995e-05, 1.77646e-07, 1, 1.25075e-06, 
167.264, 0.651106, -0.175956, 0.57942, 0.00172527, 0.0015638, 0.999997, 5.06519e-05, 0.649917, -0.1765, 0.579464, -1.22706e-05, 1.82197e-07, 1, 1.26172e-06, 
167.364, 0.651042, -0.176011, 0.579507, 0.00175095, 0.00161032, 0.999997, 4.64203e-05, 0.649917, -0.1765, 0.579464, -1.25229e-05, 1.86339e-07, 1, 1.26932e-06, 
167.464, 0.651021, -0.175938, 0.579456, 0.00163943, 0.0016039, 0.999997, 4.01122e-05, 0.649917, -0.1765, 0.579464, -1.27558e-05, 1.8988e-07, 1, 1.27354e-06, 
167.564, 0.65101, -0.175998, 0.579431, 0.00156968, 0.00167489, 0.999997, 4.17316e-05, 0.649917, -0.1765, 0.579464, -1.29685e-05, 1.93787e-07, 1, 1.27425e-06, 
167.664, 0.651216, -0.17609, 0.579519, 0.00168302, 0.00171074, 0.999997, 4.22123e-05, 0.649917, -0.1765, 0.579464, -1.31605e-05, 1.96983e-07, 1, 1.2716e-06, 
167.764, 0.65125, -0.176068, 0.579495, 0.00163064, 0.00164967, 0.999997, 4.29921e-05, 0.649917, -0.1765, 0.579464, -1.33312e-05, 1.9992e-07, 1, 1.2656e-06, 
167.864, 0.651294, -0.176122, 0.579529, 0.00164098, 0.00171296, 0.999997, 4.11804e-05, 0.649917, -0.1765, 0.579464, -1.348e-05, 2.02746e-07, 1, 1.25628e-06, 
167.964, 0.651221, -0.176322, 0.579418, 0.0014436, 0.00183123, 0.999997, 4.07309e-05, 0.649917, -0.1765, 0.579464, -1.36065e-05, 2.05196e-07, 1, 1.2437e-06, 
168.064, 0.651255, -0.176327, 0.579516, 0.00154004, 0.00179748, 0.999997, 3.8002e-05, 0.649917, -0.1765, 0.579464, -1.37104e-05, 2.07348e-07, 1, 1.22804e-06, 
168.164, 0.651393, -0.176394, 0.579594, 0.00161123, 0.00180043, 0.999997, 4.22606e-05, 0.649917, -0.1765, 0.579464, -1.37911e-05, 2.08882e-07, 1, 1.20938e-06, 
168.264, 0.651373, -0.176446, 0.579557, 0.00150525, 0.00175389, 0.999997, 3.49511e-05, 0.649917, -0.1765, 0.579464, -1.38484e-05, 2.10207e-07, 1, 1.18777e-06, 
168.364, 0.651192, -0.176537, 0.579501, 0.00141137, 0.00170403, 0.999998, 3.79163e-05, 0.649917, -0.1765, 0.579464, -1.38821e-05, 2.11195e-07, 1, 1.16348e-06, 
168.464, 0.651115, -0.176558, 0.579504, 0.00133057, 0.00164605, 0.999998, 3.26795e-05, 0.649917, -0.1765, 0.579464, -1.3892e-05, 2.11785e-07, 1, 1.13656e-06, 
168.564, 0.651203, -0.176452, 0.579602, 0.00147826, 0.0015286, 0.999998, 3.62045e-05, 0.649917, -0.1765, 0.579464, -1.38778e-05, 2.12113e-07, 1, 1.10725e-06, 
168.664, 0.651064, -0.17642, 0.57959, 0.00144133, 0.00145535, 0.999998, 3.38304e-05, 0.649917, -0.1765, 0.579464, -1.38395e-05, 2.11851e-07, 1, 1.07567e-06, 
168.764, 0.65085, -0.176496, 0.579551, 0.00137165, 0.00143516, 0.999998, 3.79156e-05, 0.649917, -0.1765, 0.579464, -1.37771e-05, 2.11523e-07, 1, 1.04214e-06, 
168.864, 0.650701, -0.176389, 0.579493, 0.00125735, 0.0013226, 0.999998, 3.04119e-05, 0.649917, -0.1765, 0.579464, -1.36905e-05, 2.10602e-07, 1, 1.00671e-06, 
168.964, 0.650726, -0.176265, 0.579584, 0.0013378, 0.00120446, 0.999998, 3.12807e-05, 0.649917, -0.1765, 0.579464, -1.358e-05, 2.09347e-07, 1, 9.69621e-07, 
169.064, 0.650643, -0.176365, 0.57959, 0.00133518, 0.00116856, 0.999998, 3.09596e-05, 0.649917, -0.1765, 0.579464, -1.34455e-05, 2.07883e-07, 1, 9.31188e-07, 
169.164, 0.65059, -0.176286, 0.579611, 0.00131192, 0.00104959, 0.999999, 3.27311e-05, 0.649917, -0.1765, 0.579464, -1.32874e-05, 2.05736e-07, 1, 8.91552e-07, 
169.264, 0.650422, -0.176177, 0.579533, 0.00112227, 0.000931565, 0.999999, 2.86995e-05, 0.649917, -0.1765, 0.579464, -1.31059e-05, 2.03225e-07, 1, 8.50966e-07, 
169.364, 0.650404, -0.176322, 0.579564, 0.0011235, 0.000902358, 0.999999, 2.566e-05, 0.649917, -0.1765, 0.579464, -1.29014e-05, 2.00475e-07, 1, 8.09666e-07, 
169.464, 0.650504, -0.176275, 0.579652, 0.00119572, 0.000846089, 0.999999, 2.67727e-05, 0.649917, -0.1765, 0.579464, -1.26742e-05, 1.97265e-07, 1, 7.67826e-07, 
169.564, 0.650393, -0.17639, 0.579603, 0.00107025, 0.000836499, 0.999999, 2.5302e-05, 0.649917, -0.1765, 0.579464, -1.24251e-05, 1.94001e-07, 1, 7.25715e-07, 
169.664, 0.650456, -0.176486, 0.579586, 0.00105476, 0.000856772, 0.999999, 2.62745e-05, 0.649917, -0.1765, 0.579464, -1.21544e-05, 1.89953e-07, 1, 6.83588e-07, 
169.764, 0.650472, -0.176544, 0.579527, 0.00094791, 0.000916275, 0.999999, 2.19494e-05, 0.649917, -0.1765, 0.579464, -1.18629e-05, 1.85668e-07, 1, 6.41659e-07, 
169.864, 0.650513, -0.17674, 0.579555, 0.000961046, 0.00100692, 0.999999, 2.58064e-05, 0.649917, -0.1765, 0.579464, -1.15515e-05, 1.81127e-07, 1, 6.00084e-07, 
169.964, 0.650617, -0.176882, 0.579668, 0.00108306, 0.001102, 0.999999, 2.68155e-05, 0.649917, -0.1765, 0.579464, -1.12209e-05, 1.75919e-07, 1, 5.59141e-07, 
170.064, 0.650613, -0.176947, 0.579631, 0.000995675, 0.0011602, 0.999999, 2.05434e-05, 0.649917, -0.1765, 0.579464, -1.08721e-05, 1.70877e-07, 1, 5.1898e-07, 
170.164, 0.650632, -0.177129, 0.57963, 0.000979487, 0.00126247, 0.999999, 2.20562e-05, 0.649917, -0.1765, 0.579464, -1.05062e-05, 1.65514e-07, 1, 4.79797e-07, 
170.264, 0.650556, -0.177224, 0.579552, 0.000862292, 0.00126472, 0.999999, 2.10348e-05, 0.649917, -0.1765, 0.579464, -1.01244e-05, 1.59797e-07, 1, 4.41851e-07, 
170.364, 0.650402, -0.177335, 0.579472, 0.000710736, 0.00126285, 0.999999, 1.94428e-05, 0.649917, -0.1765, 0.579464, -9.72801e-06, 1.53959e-07, 1, 4.0515e-07, 
170.464, 0.650403, -0.177432, 0.57958, 0.000840015, 0.00125968, 0.999999, 2.06625e-05, 0.649917, -0.1765, 0.579464, -9.31832e-06, 1.47514e-07, 1, 3.6995e-07, 
170.564, 0.650399, -0.177483, 0.579671, 0.000979682, 0.00122844, 0.999999, 2.5387e-05, 0.649917, -0.1765, 0.579464, -8.89686e-06, 1.40775e-07, 1, 3.36351e-07, 
170.664, 0.650302, -0.177493, 0.579644, 0.000924143, 0.00118045, 0.999999, 2.21396e-05, 0.649917, -0.1765, 0.579464, -8.4652e-06, 1.34421e-07, 1, 3.04427e-07, 
170.764, 0.650216, -0.17739, 0.579621, 0.000876555, 0.00104044, 0.999999, 2.05184e-05, 0.649917, -0.1765, 0.579464, -8.02504e-06, 1.27642e-07, 1, 2.74208e-07, 
170.864, 0.65015, -0.177161, 0.579615, 0.000875573, 0.000835306, 0.999999, 2.30381e-05, 0.649917, -0.1765, 0.579464, -7.57816e-06, 1.20483e-07, 1, 2.45982e-07, 
170.964, 0.650067, -0.177133, 0.579586, 0.000808162, 0.000742103, 0.999999, 2.14837e-05, 0.649917, -0.1765, 0.579464, -7.12641e-06, 1.13116e-07, 1, 2.19697e-07, 
171.064, 0.649863, -0.177173, 0.579533, 0.000687599, 0.000688356, 1, 2.17962e-05, 0.649917, -0.1765, 0.579464, -6.67172e-06, 1.06285e-07, 1, 1.95143e-07, 
171.164, 0.649808, -0.17696, 0.579492, 0.000591687, 0.000511358, 1, 1.78846e-05, 0.649917, -0.1765, 0.579464, -6.21612e-06, 9.95427e-08, 1, 1.72493e-07, 
171.264, 0.64993, -0.176869, 0.579548, 0.000621914, 0.000358663, 1, 1.85066e-05, 0.649917, -0.1765, 0.579464, -5.76165e-06, 9.18569e-08, 1, 1.51597e-07, 
171.364, 0.650008, -0.176809, 0.57962, 0.000707165, 0.00027698, 1, 2.14809e-05, 0.649917, -0.1765, 0.579464, -5.31042e-06, 8.46223e-08, 1, 1.32758e-07, 
171.464, 0.650135, -0.176817, 0.579707, 0.000820794, 0.000245686, 1, 2.30485e-05, 0.649917, -0.1765, 0.579464, -4.86457e-06, 7.77863e-08, 1, 1.15544e-07, 
171.564, 0.650243, -0.176885, 0.579741, 0.00084543, 0.000189049, 1, 2.35342e-05, 0.649917, -0.1765, 0.579464, -4.42625e-06, 7.08785e-08, 1, 1.00099e-07, 
171.664, 0.650276, -0.176843, 0.579753, 0.000843965, 5.36729e-05, 1, 2.26807e-05, 0.649917, -0.1765, 0.579464, -3.99761e-06, 6.40923e-08, 1, 8.64075e-08, 
171.764, 0.650257, -0.176765, 0.579711, 0.000720844, -5.85605e-05, 1, 2.00818e-05, 0.649917, -0.1765, 0.579464, -3.58079e-06, 5.7229e-08, 1, 7.3757e-08, 
171.864, 0.650245, -0.176852, 0.579682, 0.000667615, -8.37741e-05, 1, 2.00788e-05, 0.649917, -0.1765, 0.579464, -3.17795e-06, 5.02569e-08, 1, 6.27797e-08, 
171.964, 0.650153, -0.176984, 0.579632, 0.000552484, -0.000106415, 1, 1.80089e-05, 0.649917, -0.1765, 0.579464, -2.79114e-06, 4.50129e-08, 1, 5.29463e-08, 
172.064, 0.650088, -0.177114, 0.579629, 0.000525129, -0.000126566, 1, 1.75247e-05, 0.649917, -0.1765, 0.579464, -2.42241e-06, 3.87144e-08, 1, 4.50129e-08, 
172.164, 0.650029, -0.177407, 0.579541, 0.000360897, -0.000137207, 1, 1.45506e-05, 0.649917, -0.1765, 0.579464, -2.07378e-06, 3.16101e-08, 1, 3.79907e-08, 
172.264, 0.650023, -0.177521, 0.579554, 0.00033153, -0.000176788, 1, 1.4031e-05, 0.649917, -0.1765, 0.579464, -1.74722e-06, 2.8856e-08, 1, 2.98023e-08, 
172.364, 0.65004, -0.1775, 0.579582, 0.000313464, -0.000255916, 1, 1.37271e-05, 0.649917, -0.1765, 0.579464, -1.44452e-06, 2.29642e-08, 1, 2.52661e-08, 
172.464, 0.650096, -0.177397, 0.579604, 0.000324672, -0.000331773, 1, 1.39567e-05, 0.649917, -0.1765, 0.579464, -1.16756e-06, 2.04043e-08, 1, 2.10734e-08, 
172.564, 0.650332, -0.176848, 0.579601, 0.000319836, -0.000615506, 1, 1.39588e-05, 0.649917, -0.1765, 0.579464, -9.18101e-07, 1.666e-08, 1, 1.74732e-08, 
172.664, 0.650383, -0.176571, 0.579589, 0.000303355, -0.000751722, 1, 1.36932e-05, 0.649917, -0.1765, 0.579464, -6.97873e-07, 1.17804e-08, 1, 1.39388e-08, 
172.764, 0.650317, -0.176468, 0.579568, 0.000272132, -0.000794984, 1, 1.35902e-05, 0.649917, -0.1765, 0.579464, -5.08499e-07, 1.05367e-08, 1, 1.05367e-08, 
172.864, 0.650261, -0.176463, 0.579525, 0.000210505, -0.000805978, 1, 1.19631e-05, 0.649917, -0.1765, 0.579464, -3.51522e-07, 5.26836e-09, 1, 7.45058e-09, 
172.964, 0.650205, -0.176459, 0.579474, 0.000134541, -0.000810592, 1, 1.00637e-05, 0.649917, -0.1765, 0.579464, -2.70488e-07, 1.17804e-08, 1, 7.45058e-09, 
173.064, 0.650005, -0.176669, 0.579409, 3.67914e-05, -0.000750998, 1, 7.75088e-06, 0.649917, -0.1765, 0.579464, -2.24694e-07, 0, 1, 5.26836e-09, 
173.164, 0.649856, -0.176757, 0.579335, -7.1371e-05, -0.000722998, 1, 7.13564e-06, 0.649917, -0.1765, 0.579464, -1.97053e-07, 0, 1, 9.12506e-09, 
173.264, 0.649827, -0.176732, 0.5793, -0.000124431, -0.000732574, 1, 5.19898e-06, 0.649917, -0.1765, 0.579464, -1.8128e-07, 7.45058e-09, 1, 0, 
173.364, 0.649814, -0.176732, 0.579292, -0.000139879, -0.000732753, 1, 4.90927e-06, 0.649917, -0.1765, 0.579464, -1.68998e-07, 5.26836e-09, 1, 5.26836e-09, 
173.464, 0.650069, -0.176636, 0.579281, -0.000166823, -0.000764878, 1, 4.86957e-06, 0.649917, -0.1765, 0.579464, -1.52873e-07, 9.12506e-09, 1, 0, 
173.564, 0.650265, -0.17665, 0.579277, -0.000196848, -0.00072829, 1, 4.31299e-06, 0.649917, -0.1765, 0.579464, -1.25006e-07, 7.45058e-09, 1, 5.26836e-09, 
173.664, 0.650318, -0.176589, 0.57929, -0.000227588, -0.000778048, 1, 3.72583e-06, 0.649917, -0.1765, 0.579464, -7.93758e-08, 5.26836e-09, 1, 0, 
173.764, 0.65034, -0.176498, 0.579279, -0.000303483, -0.000844523, 1, 2.27965e-06, 0.649917, -0.1765, 0.579464, -9.12506e-09, 5.26836e-09, 1, 0, 
173.864, 0.650317, -0.176411, 0.579229, -0.000463342, -0.000886707, 0.999999, -1.22494e-06, 0.649917, -0.1765, 0.579464, 9.67142e-08, -1.05367e-08, 1, 0, 
173.964, 0.650178, -0.176298, 0.579078, -0.000778086, -0.000948239, 0.999999, -7.22082e-06, 0.649917, -0.1765, 0.579464, 2.38826e-07, -0, 1, 5.26836e-09, 
174.064, 0.64997, -0.176178, 0.579196, -0.000854933, -0.000991135, 0.999999, -8.71367e-06, 0.649917, -0.1765, 0.579464, 4.15165e-07, -9.12506e-09, 1, -0, 
174.164, 0.649667, -0.176098, 0.579122, -0.00117479, -0.00098781, 0.999999, -1.38458e-05, 0.649917, -0.1765, 0.579464, 5.70274e-07, -9.12506e-09, 1, -5.26836e-09, 
174.264, 0.649529, -0.175929, 0.5792, -0.00125765, -0.00102063, 0.999999, -1.64027e-05, 0.649917, -0.1765, 0.579464, 7.42614e-07, -9.12506e-09, 1, -5.26836e-09, 
174.364, 0.649387, -0.175737, 0.579256, -0.00136867, -0.00108136, 0.999998, -1.85983e-05, 0.649917, -0.1765, 0.579464, 9.39512e-07, -1.58051e-08, 1, -1.05367e-08, 
174.464, 0.649115, -0.175654, 0.579268, -0.00153153, -0.00107654, 0.999998, -2.16981e-05, 0.649917, -0.1765, 0.579464, 1.1611e-06, -1.74732e-08, 1, -1.29048e-08, 
174.564, 0.649027, -0.175447, 0.579293, -0.00162855, -0.00109521, 0.999998, -2.12244e-05, 0.649917, -0.1765, 0.579464, 1.40663e-06, -2.29642e-08, 1, -1.74732e-08, 
174.664, 0.649132, -0.175487, 0.579345, -0.00160097, -0.000989555, 0.999998, -2.42957e-05, 0.649917, -0.1765, 0.579464, 1.6752e-06, -2.68635e-08, 1, -2.1722e-08, 
174.764, 0.649084, -0.175635, 0.579293, -0.00169049, -0.000845182, 0.999998, -2.19804e-05, 0.649917, -0.1765, 0.579464, 1.9657e-06, -3.16101e-08, 1, -2.63418e-08, 
174.864, 0.649128, -0.175759, 0.579299, -0.00170968, -0.000650904, 0.999998, -2.24795e-05, 0.649917, -0.1765, 0.579464, 2.27681e-06, -3.68785e-08, 1, -3.37339e-08, 
174.964, 0.649188, -0.175887, 0.579293, -0.0017342, -0.00051431, 0.999998, -2.36392e-05, 0.649917, -0.1765, 0.579464, 2.60711e-06, -4.24748e-08, 1, -4.14831e-08, 
175.064, 0.649189, -0.176015, 0.579283, -0.00178036, -0.000385969, 0.999998, -2.47355e-05, 0.649917, -0.1765, 0.579464, 2.95499e-06, -4.71216e-08, 1, -4.998e-08, 
175.164, 0.649328, -0.176116, 0.579276, -0.00173906, -0.000231296, 0.999998, -2.60627e-05, 0.649917, -0.1765, 0.579464, 3.31878e-06, -5.29463e-08, 1, -5.91372e-08, 
175.264, 0.649403, -0.176319, 0.57928, -0.00170915, -0.000106767, 0.999999, -2.43579e-05, 0.649917, -0.1765, 0.579464, 3.69675e-06, -6.00685e-08, 1, -7.06824e-08, 
175.364, 0.649381, -0.176399, 0.579273, -0.00173587, -1.37831e-05, 0.999998, -2.32618e-05, 0.649917, -0.1765, 0.579464, 4.08709e-06, -6.55905e-08, 1, -8.27987e-08, 
175.464, 0.649439, -0.176493, 0.579299, -0.00169423, 4.57412e-05, 0.999999, -2.24085e-05, 0.649917, -0.1765, 0.579464, 4.48794e-06, -7.14635e-08, 1, -9.67142e-08, 
175.564, 0.649503, -0.176494, 0.579345, -0.00159812, 0.000124793, 0.999999, -2.3386e-05, 0.649917, -0.1765, 0.579464, 4.89744e-06, -7.88495e-08, 1, -1.11883e-07, 
175.664, 0.649515, -0.176463, 0.579342, -0.00156591, 0.00015008, 0.999999, -1.89918e-05, 0.649917, -0.1765, 0.579464, 5.31373e-06, -8.49497e-08, 1, -1.28725e-07, 
175.764, 0.649397, -0.176386, 0.579313, -0.0016023, 0.000107859, 0.999999, -2.44295e-05, 0.649917, -0.1765, 0.579464, 5.73491e-06, -9.15543e-08, 1, -1.47514e-07, 
175.864, 0.649322, -0.176288, 0.57932, -0.00152925, 8.09092e-05, 0.999999, -2.26897e-05, 0.649917, -0.1765, 0.579464, 6.15916e-06, -9.87026e-08, 1, -1.67928e-07, 
175.964, 0.649215, -0.17618, 0.579321, -0.0014869, 3.84906e-05, 0.999999, -2.15197e-05, 0.649917, -0.1765, 0.579464, 6.58466e-06, -1.05103e-07, 1, -1.90099e-07, 
176.064, 0.649159, -0.176097, 0.579302, -0.00147425, -2.96487e-05, 0.999999, -1.99732e-05, 0.649917, -0.1765, 0.579464, 7.00961e-06, -1.11883e-07, 1, -2.13937e-07, 
176.164, 0.649184, -0.176042, 0.579358, -0.00136436, -9.98719e-05, 0.999999, -1.66668e-05, 0.649917, -0.1765, 0.579464, 7.43231e-06, -1.18743e-07, 1, -2.39638e-07, 
176.264, 0.649138, -0.175898, 0.579405, -0.0013079, -0.000160276, 0.999999, -1.76131e-05, 0.649917, -0.1765, 0.579464, 7.85111e-06, -1.24783e-07, 1, -2.6708e-07, 
176.364, 0.649128, -0.175851, 0.579394, -0.00127028, -0.000189545, 0.999999, -1.79114e-05, 0.649917, -0.1765, 0.579464, 8.26439e-06, -1.30969e-07, 1, -2.96061e-07, 
176.464, 0.649098, -0.175807, 0.579354, -0.00123296, -0.000257759, 0.999999, -1.44758e-05, 0.649917, -0.1765, 0.579464, 8.67066e-06, -1.37281e-07, 1, -3.26766e-07, 
176.564, 0.649075, -0.17587, 0.579279, -0.00136263, -0.000254428, 0.999999, -1.87308e-05, 0.649917, -0.1765, 0.579464, 9.06843e-06, -1.43702e-07, 1, -3.59215e-07, 
176.664, 0.649143, -0.175932, 0.579392, -0.00120056, -0.000188989, 0.999999, -1.28506e-05, 0.649917, -0.1765, 0.579464, 9.45636e-06, -1.49569e-07, 1, -3.92872e-07, 
176.764, 0.649285, -0.175953, 0.579424, -0.00118054, -0.000211339, 0.999999, -1.48783e-05, 0.649917, -0.1765, 0.579464, 9.83315e-06, -1.55126e-07, 1, -4.28003e-07, 
176.864, 0.649293, -0.176086, 0.579374, -0.00118985, -0.000136604, 0.999999, -1.82741e-05, 0.649917, -0.1765, 0.579464, 1.01976e-05, -1.6075e-07, 1, -4.64423e-07, 
176.964, 0.649404, -0.176203, 0.57938, -0.00119856, -8.7181e-05, 0.999999, -1.41083e-05, 0.649917, -0.1765, 0.579464, 1.05485e-05, -1.65849e-07, 1, -5.01961e-07, 
177.064, 0.6494, -0.176341, 0.579351, -0.00118421, -1.18168e-05, 0.999999, -1.32841e-05, 0.649917, -0.1765, 0.579464, 1.08849e-05, -1.7112e-07, 1, -5.40385e-07, 
177.164, 0.64961, -0.176476, 0.579392, -0.00107756, 2.13171e-05, 0.999999, -1.36948e-05, 0.649917, -0.1765, 0.579464, 1.12058e-05, -1.7584e-07, 1, -5.79783e-07, 
177.264, 0.649585, -0.176521, 0.579373, -0.00108303, 8.31541e-05, 0.999999, -1.13561e-05, 0.649917, -0.1765, 0.579464, 1.15102e-05, -1.80206e-07, 1, -6.19743e-07, 
177.364, 0.649623, -0.176615, 0.579388, -0.00104344, 9.28048e-05, 0.999999, -1.44277e-05, 0.649917, -0.1765, 0.579464, 1.17973e-05, -1.84091e-07, 1, -6.60249e-07, 
177.464, 0.649651, -0.176792, 0.579342, -0.00109078, 0.000127491, 0.999999, -1.28667e-05, 0.649917, -0.1765, 0.579464, 1.20664e-05, -1.88192e-07, 1, -7.01028e-07, 
177.564, 0.649678, -0.176716, 0.579403, -0.000979836, 0.000110013, 1, -1.23235e-05, 0.649917, -0.1765, 0.579464, 1.23168e-05, -1.91771e-07, 1, -7.41866e-07, 
177.664, 0.64982, -0.176721, 0.579457, -0.000855078, 3.63356e-05, 1, -6.83265e-06, 0.649917, -0.1765, 0.579464, 1.25477e-05, -1.95072e-07, 1, -7.82701e-07, 
177.764, 0.649703, -0.176767, 0.579382, -0.000913147, -3.27228e-05, 1, -8.888e-06, 0.649917, -0.1765, 0.579464, 1.27587e-05, -1.98177e-07, 1, -8.23247e-07, 
177.864, 0.649564, -0.176729, 0.57939, -0.000890242, -6.34633e-05, 1, -8.97568e-06, 0.649917, -0.1765, 0.579464, 1.29491e-05, -2.00267e-07, 1, -8.63319e-07, 
177.964, 0.649504, -0.176648, 0.579362, -0.000896871, -0.000172201, 1, -7.76991e-06, 0.649917, -0.1765, 0.579464, 1.31187e-05, -2.02883e-07, 1, -9.02628e-07, 
178.064, 0.649519, -0.176642, 0.579427, -0.00076912, -0.000298111, 1, -9.81393e-06, 0.649917, -0.1765, 0.579464, 1.32668e-05, -2.04586e-07, 1, -9.41062e-07, 
178.164, 0.649445, -0.17672, 0.579437, -0.000725623, -0.000312034, 1, -6.65536e-06, 0.649917, -0.1765, 0.579464, 1.33932e-05, -2.06275e-07, 1, -9.78412e-07, 
178.264, 0.649239, -0.176663, 0.579412, -0.00071994, -0.000420172, 1, -6.6293e-06, 0.649917, -0.1765, 0.579464, 1.34976e-05, -2.07549e-07, 1, -1.01443e-06, 
178.364, 0.649209, -0.176691, 0.579358, -0.000753703, -0.000491734, 1, -7.30602e-06, 0.649917, -0.1765, 0.579464, 1.35797e-05, -2.07883e-07, 1, -1.04895e-06, 
178.464, 0.649316, -0.176752, 0.579386, -0.000694525, -0.00054947, 1, -4.8274e-06, 0.649917, -0.1765, 0.579464, 1.36393e-05, -2.08816e-07, 1, -1.08169e-06, 
178.564, 0.649271, -0.176783, 0.579447, -0.00057853, -0.000633064, 1, -2.24767e-06, 0.649917, -0.1765, 0.579464, 1.36763e-05, -2.08749e-07, 1, -1.11255e-06, 
178.664, 0.649169, -0.176762, 0.579419, -0.000629106, -0.000739819, 1, -4.68234e-06, 0.649917, -0.1765, 0.579464, 1.36906e-05, -2.08217e-07, 1, -1.14129e-06, 
178.764, 0.649314, -0.176822, 0.579418, -0.000609293, -0.000816983, 0.999999, -5.78141e-06, 0.649917, -0.1765, 0.579464, 1.36821e-05, -2.07883e-07, 1, -1.16767e-06, 
178.864, 0.649369, -0.176861, 0.579379, -0.000655608, -0.000963363, 0.999999, -7.22431e-06, 0.649917, -0.1765, 0.579464, 1.36507e-05, -2.06879e-07, 1, -1.19159e-06, 
178.964, 0.649379, -0.176936, 0.579392, -0.000617364, -0.00102803, 0.999999, -4.16539e-06, 0.649917, -0.1765, 0.579464, 1.35967e-05, -2.05466e-07, 1, -1.21286e-06, 
179.064, 0.649512, -0.176989, 0.579452, -0.000525353, -0.00103977, 0.999999, -6.21615e-06, 0.649917, -0.1765, 0.579464, 1.352e-05, -2.03634e-07, 1, -1.23132e-06, 
179.164, 0.649618, -0.177054, 0.579417, -0.000583865, -0.00115594, 0.999999, -4.55276e-06, 0.649917, -0.1765, 0.579464, 1.34208e-05, -2.02129e-07, 1, -1.24684e-06, 
179.264, 0.649574, -0.177111, 0.57941, -0.000578558, -0.00121531, 0.999999, -1.63818e-06, 0.649917, -0.1765, 0.579464, 1.32994e-05, -1.99434e-07, 1, -1.25928e-06, 
179.364, 0.64976, -0.17706, 0.57941, -0.00057565, -0.00142997, 0.999999, -5.0308e-06, 0.649917, -0.1765, 0.579464, 1.31559e-05, -1.96913e-07, 1, -1.26851e-06, 
