Time, q_r1, q_r2, q_r3, q_r4, q_r5, q_r6, q_r7, q_r8, q_r9, dq_r1, dq_r2, dq_r3, dq_r4, dq_r5, dq_r6, dq_r7, dq_r8, dq_r9, q_n1, q_n2, q_n3, q_n4, q_n5, q_n6, q_n7, q_n8, q_n9, dq_n1, dq_n2, dq_n3, dq_n4, dq_n5, dq_n6, dq_n7, dq_n8, dq_n9
256.03, -0.101947, -0.00756519, -0.846089, 1.28172, -0.401946, -1.06794, -3.79698e-05, -1.67278, 0.439361, 0.131871, 0.00254236, -0.271892, 0.417566, 0.20601, -0.263851, -0, 0.0901783, 0.132894, -0.101649, -0.00719159, -0.845664, 1.28773, -0.399151, -1.07051, 8.0353e-07, -1.67194, 0.44207, 0.133461, 0.00261662, -0.266852, 0.414231, 0.182461, -0.274104, -6.18543e-06, 0.0917653, 0.147376, 
256.13, -0.0887242, -0.00734599, -0.872282, 1.32257, -0.383753, -1.09441, 9.49246e-07, -1.66471, 0.452637, 0.125018, 0.00232129, -0.250705, 0.394588, 0.189371, -0.240873, -0.00569547, 0.0721427, 0.128148, -0.0884325, -0.00694496, -0.871935, 1.32857, -0.381328, -1.09709, 2.63103e-07, -1.66317, 0.456632, 0.127188, 0.00192231, -0.25179, 0.392254, 0.168853, -0.249995, -4.87026e-06, 0.0812371, 0.140461, 
256.23, -0.076848, -0.00725226, -0.895652, 1.35967, -0.368003, -1.11711, -1.13909e-05, -1.65801, 0.464636, 0.111975, 0.00121591, -0.223685, 0.351009, 0.146584, -0.217895, 0.00569547, 0.0588532, 0.114859, -0.0765157, -0.00685141, -0.895498, 1.36541, -0.365772, -1.11997, -2.03387e-07, -1.65584, 0.469912, 0.111295, -6.75582e-05, -0.220062, 0.345474, 0.14264, -0.208475, -4.53427e-06, 0.0658997, 0.12541, 
256.33, -0.0661082, -0.0073272, -0.916708, 1.39338, -0.354649, -1.13676, -1.99342e-05, -1.65208, 0.475865, 0.102247, -0.00143699, -0.202806, 0.315353, 0.139453, -0.178278, 0.00569547, 0.0569547, 0.108214, -0.065969, -0.0069303, -0.91639, 1.39829, -0.352494, -1.13927, -6.45077e-07, -1.64981, 0.481904, 0.101075, -0.00127791, -0.200713, 0.316354, 0.124956, -0.180597, -4.33275e-06, 0.0556837, 0.11564, 
256.43, -0.0560315, -0.00741729, -0.936398, 1.42468, -0.342389, -1.15428, 1.13909e-05, -1.64683, 0.486525, 0.0994838, -0.00132645, -0.196511, 0.312976, 0.118059, -0.171939, -0, 0.0512593, 0.104417, -0.0560303, -0.00706095, -0.93618, 1.42944, -0.340406, -1.15665, -1.06683e-06, -1.64451, 0.493262, 0.0987755, -0.00115116, -0.197174, 0.309571, 0.1183, -0.169222, -4.13742e-06, 0.050952, 0.112396, 
256.53, -0.0461041, -0.0074195, -0.955967, 1.45563, -0.330834, -1.17105, 4.2716e-05, -1.6419, 0.497127, 0.103795, 0.00121591, -0.200656, 0.320108, 0.11489, -0.175108, 0.00474623, 0.0512593, 0.107265, -0.0460751, -0.00713913, -0.956085, 1.46058, -0.328642, -1.17339, -1.46853e-06, -1.63953, 0.504495, 0.100656, -0.000382296, -0.201492, 0.314025, 0.117446, -0.1663, -3.9273e-06, 0.0488781, 0.112532, 
256.63, -0.0358345, -0.0072758, -0.976182, 1.48739, -0.318814, -1.18755, 1.89849e-06, -1.63717, 0.507916, 0.104458, 0.000773763, -0.205262, 0.3209, 0.109344, -0.170354, -0, 0.0522085, 0.111062, -0.0358879, -0.00714305, -0.976485, 1.49227, -0.316894, -1.18994, -1.84615e-06, -1.63473, 0.515785, 0.102956, 0.00023667, -0.206171, 0.319398, 0.117394, -0.164526, -3.6523e-06, 0.0471516, 0.113227, 
256.73, -0.0254114, -0.00706014, -0.996709, 1.51956, -0.307299, -1.20401, 1.51879e-05, -1.63266, 0.518972, 0.105232, 0.00198968, -0.207872, 0.3312, 0.116475, -0.157677, -0, 0.046513, 0.110112, -0.0255252, -0.00710735, -0.997229, 1.52435, -0.305208, -1.20624, -2.19233e-06, -1.63012, 0.527118, 0.104076, 0.000404453, -0.208251, 0.321552, 0.11606, -0.160981, -3.30389e-06, 0.0449359, 0.113301, 
256.83, -0.0149592, -0.0068793, -1.01742, 1.55181, -0.295499, -1.21996, 1.32894e-05, -1.62842, 0.529915, 0.103574, 0.00187914, -0.201884, 0.322485, 0.119644, -0.157677, -0.00284774, 0.0379698, 0.104417, -0.0151091, -0.00707287, -1.01806, 1.55648, -0.293721, -1.22209, -2.50135e-06, -1.62575, 0.538422, 0.10412, 0.000254637, -0.208162, 0.320858, 0.113562, -0.155899, -2.9181e-06, 0.0423487, 0.112695, 
256.93, -0.00438016, -0.00675451, -1.03833, 1.58421, -0.284224, -1.23555, 3.89191e-05, -1.62442, 0.54108, 0.103242, 0.000663225, -0.20603, 0.319315, 0.109344, -0.160054, 0.00284774, 0.0341728, 0.113909, -0.00471477, -0.00705825, -1.03884, 1.58848, -0.282508, -1.2374, -2.77168e-06, -1.62165, 0.549644, 0.103747, 4.55973e-05, -0.20733, 0.31903, 0.110708, -0.15044, -2.53745e-06, 0.0397399, 0.111701, 
257.03, 0.00579648, -0.00673406, -1.05882, 1.61596, -0.273246, -1.2502, -1.32894e-05, -1.62043, 0.551973, 0.105232, 0.00221075, -0.204187, 0.316146, 0.111721, -0.140245, -0, 0.0436653, 0.109163, 0.00564282, -0.00706037, -1.05954, 1.62029, -0.271571, -1.25219, -3.00537e-06, -1.6178, 0.560758, 0.103435, -6.71666e-05, -0.206712, 0.31727, 0.108086, -0.145406, -2.18976e-06, 0.0373253, 0.110558, 
257.13, 0.0161278, -0.00668741, -1.07956, 1.64777, -0.262625, -1.26453, 1.89849e-05, -1.61656, 0.56293, 0.10479, 0.00287398, -0.208793, 0.316938, 0.10459, -0.141037, -0, 0.042716, 0.110112, 0.0159791, -0.007068, -1.08019, 1.65195, -0.260877, -1.26651, -3.20639e-06, -1.61418, 0.571755, 0.103322, -7.15987e-05, -0.206536, 0.315922, 0.105867, -0.141009, -1.88556e-06, 0.0351452, 0.109386, 
257.23, 0.0264205, -0.0066789, -1.1003, 1.67926, -0.252097, -1.27863, 1.42387e-05, -1.61297, 0.573917, 0.103795, -0.00342666, -0.209561, 0.316146, 0.10459, -0.133114, -0, 0.0360713, 0.110112, 0.0263116, -0.00707308, -1.10085, 1.68349, -0.250387, -1.28041, -3.37908e-06, -1.61076, 0.582635, 0.103342, -2.74762e-05, -0.206628, 0.314848, 0.103975, -0.137126, -1.6237e-06, 0.0331528, 0.10822, 
257.33, 0.0367569, -0.00671703, -1.12125, 1.71111, -0.241434, -1.2922, -1.42387e-05, -1.60953, 0.584838, 0.101916, -0.00198968, -0.208179, 0.321692, 0.106967, -0.129152, -0.00474623, 0.0294266, 0.105366, 0.0366487, -0.00707376, -1.12152, 1.71492, -0.240075, -1.29394, -3.52741e-06, -1.60754, 0.593399, 0.103397, 1.00355e-05, -0.206766, 0.313823, 0.102288, -0.13358, -1.39849e-06, 0.0312931, 0.107058, 
257.43, 0.0469109, -0.00675771, -1.14185, 1.74231, -0.231451, -1.3052, -1.13909e-05, -1.60657, 0.595383, 0.102579, 0.00132645, -0.212171, 0.325654, 0.0919121, -0.125983, -0, 0.0389191, 0.109163, 0.0469535, -0.00711214, -1.14222, 1.74629, -0.230046, -1.30698, -3.65047e-06, -1.60454, 0.604072, 0.102605, -0.000885333, -0.20715, 0.313597, 0.0980166, -0.126769, -1.09624e-06, 0.0287513, 0.106447, 
257.53, 0.0572133, -0.00699327, -1.16296, 1.77404, -0.221755, -1.31787, 1.61372e-05, -1.60369, 0.606314, 0.101142, -0.00121591, -0.210789, 0.317731, 0.0911197, -0.134699, 0.00379698, 0.0199342, 0.108214, 0.0572087, -0.00720928, -1.16294, 1.7776, -0.220339, -1.31947, -3.7466e-06, -1.60175, 0.614661, 0.102647, -0.000893994, -0.207163, 0.312394, 0.0966447, -0.123816, -9.06711e-07, 0.027169, 0.105232, 
257.63, 0.0673124, -0.00716891, -1.18365, 1.80496, -0.212031, -1.33028, 1.89849e-05, -1.60115, 0.616807, 0.101584, -0.00165806, -0.208333, 0.309015, 0.087158, -0.12836, 0.00284774, 0.0294266, 0.108214, 0.0674979, -0.00727383, -1.18364, 1.80875, -0.21066, -1.33181, -3.83095e-06, -1.59909, 0.625107, 0.103151, -0.00037729, -0.206931, 0.310622, 0.0970128, -0.123105, -8.44693e-07, 0.0260911, 0.103691, 
257.73, 0.0776393, -0.00736489, -1.20463, 1.83628, -0.202161, -1.34262, -1.32894e-05, -1.59867, 0.627401, 0.104679, 0.000110538, -0.206183, 0.301884, 0.103005, -0.124398, -0, 0.0199342, 0.105366, 0.0778341, -0.00728894, -1.20432, 1.83973, -0.200946, -1.34408, -3.91094e-06, -1.59653, 0.635401, 0.103529, 3.05001e-05, -0.20674, 0.308945, 0.0971423, -0.12208, -8.07399e-07, 0.0249368, 0.102205, 
257.83, 0.0878382, -0.0075097, -1.22521, 1.86698, -0.192399, -1.35474, -4.74623e-06, -1.59632, 0.637775, 0.103574, -0.00121591, -0.206797, 0.306638, 0.102213, -0.117267, -0.00379698, 0.0237311, 0.106316, 0.0881944, -0.00727728, -1.22499, 1.87055, -0.191258, -1.3562, -3.98604e-06, -1.59411, 0.645553, 0.103637, 0.000160782, -0.206685, 0.307532, 0.0965118, -0.120107, -7.4578e-07, 0.0235942, 0.100848, 
257.93, 0.0981967, -0.00757889, -1.24594, 1.89773, -0.182933, -1.36648, -2.84774e-05, -1.59405, 0.647975, 0.103574, -0.000331613, -0.203727, 0.305053, 0.0998355, -0.108551, -0.00474623, 0.0256296, 0.0996708, 0.098556, -0.0072627, -1.24566, 1.90124, -0.181658, -1.36809, -4.0538e-06, -1.59182, 0.655573, 0.10358, 0.000114167, -0.20672, 0.306277, 0.0954538, -0.117631, -6.65161e-07, 0.0221761, 0.0995572, 
258.03, 0.108525, -0.00763052, -1.26664, 1.92835, -0.17341, -1.37827, -2.27819e-05, -1.59178, 0.657961, 0.103353, -0.000773763, -0.204341, 0.302676, 0.0998355, -0.121229, -0, 0.0265789, 0.0949246, 0.10891, -0.00725558, -1.26634, 1.9318, -0.172166, -1.37973, -4.11349e-06, -1.58967, 0.665464, 0.103494, 3.08534e-05, -0.206769, 0.30504, 0.0944247, -0.115227, -5.89286e-07, 0.0208011, 0.0982705, 
258.13, 0.119025, -0.00755391, -1.28749, 1.95929, -0.163864, -1.38984, -1.32894e-05, -1.58952, 0.668166, 0.101252, -0.0026529, -0.205723, 0.309015, 0.0942891, -0.109344, -0.0104417, 0.0189849, 0.0977723, 0.119256, -0.00725526, -1.28702, 1.96224, -0.162764, -1.39114, -4.16652e-06, -1.58766, 0.675226, 0.103445, -1.65224e-05, -0.206794, 0.303759, 0.0936577, -0.113174, -5.34469e-07, 0.0195149, 0.0969653, 
258.23, 0.129454, -0.00761869, -1.30804, 1.98955, -0.154705, -1.40117, 9.49246e-07, -1.58735, 0.678045, 0.104126, 0.00044215, -0.211557, 0.314561, 0.087158, -0.109344, -0, 0.0208834, 0.0977723, 0.1296, -0.00725747, -1.3077, 1.99255, -0.153425, -1.40237, -4.21521e-06, -1.58576, 0.684857, 0.103437, -2.25024e-05, -0.206793, 0.30244, 0.0931636, -0.111471, -5.03387e-07, 0.0183066, 0.095648, 
258.33, 0.13965, -0.00755413, -1.3284, 2.01958, -0.145308, -1.41197, -0, -1.58544, 0.687703, 0.103021, -5.20417e-18, -0.2091, 0.295545, 0.0816116, -0.112513, -0, 0.0151879, 0.0958738, 0.139881, -0.00729095, -1.32839, 2.0227, -0.144308, -1.41323, -4.25191e-06, -1.58403, 0.694312, 0.102408, -0.000547038, -0.207036, 0.300658, 0.0898463, -0.10646, -2.9933e-07, 0.0166113, 0.0936218, 
258.43, 0.149943, -0.00758752, -1.34892, 2.04966, -0.136254, -1.4225, -2.37311e-05, -1.5837, 0.697334, 0.102689, -0.000552688, -0.206183, 0.296337, 0.0808192, -0.115682, -0, 0.0132894, 0.0939753, 0.150124, -0.00734667, -1.34909, 2.0527, -0.135331, -1.42381, -4.27693e-06, -1.58242, 0.703611, 0.102574, -0.000500529, -0.206987, 0.299426, 0.0900876, -0.105716, -2.98569e-07, 0.0156261, 0.0924395, 
258.53, 0.16034, -0.00750439, -1.3694, 2.07969, -0.127292, -1.43336, 4.36653e-05, -1.58213, 0.706875, 0.104126, 0.000663225, -0.206951, 0.297922, 0.0887427, -0.113305, 0.00284774, 0.00949246, 0.0958738, 0.160407, -0.00738458, -1.36978, 2.08259, -0.126253, -1.43441, -4.30969e-06, -1.5809, 0.712809, 0.103087, -0.000253709, -0.206841, 0.29836, 0.0914864, -0.106299, -4.2684e-07, 0.0148111, 0.0915194, 
258.63, 0.170738, -0.00746747, -1.39006, 2.10958, -0.118081, -1.44396, 3.98683e-05, -1.58052, 0.716176, 0.103905, 0.00132645, -0.204801, 0.298714, 0.0927044, -0.108551, -0, 0.0104417, 0.0911276, 0.170735, -0.00739998, -1.39046, 2.11237, -0.117047, -1.44506, -4.35528e-06, -1.57946, 0.721911, 0.103428, -7.64093e-05, -0.206743, 0.297248, 0.0925232, -0.106416, -5.41551e-07, 0.0138928, 0.0905044, 
258.73, 0.181103, -0.00738004, -1.41065, 2.13929, -0.108819, -1.45461, 6.64472e-06, -1.57915, 0.725393, 0.105453, -0.00044215, -0.205416, 0.29713, 0.0958738, -0.103005, -0, 0.0151879, 0.0939753, 0.181083, -0.00740431, -1.41114, 2.14204, -0.10777, -1.45567, -4.40932e-06, -1.57812, 0.730904, 0.103513, -2.89313e-05, -0.206723, 0.296054, 0.0929316, -0.105784, -5.97684e-07, 0.012853, 0.0893311, 
258.83, 0.191639, -0.00720815, -1.41764, 2.16287, -0.0906847, -1.47597, -1.89849e-06, -1.57678, 0.740224, 0.105232, 0.000663225, 0.109002, 0.145792, 0.311392, -0.358932, -0, 0.0398683, 0.223073, 0.19147, -0.00740395, -1.4178, 2.16366, -0.0881007, -1.47781, -5.11394e-06, -1.57564, 0.74586, 0.104851, -0.000204751, 0.111173, 0.119689, 0.329489, -0.366773, -1.72868e-05, 0.0373874, 0.230861, 
258.93, 0.202235, -0.00727757, -1.39524, 2.17093, -0.0499447, -1.52063, 4.84115e-05, -1.57329, 0.769083, 0.109764, -0.00187914, 0.306895, 0.0491254, 0.478577, -0.506309, 0.00284774, 0.0284774, 0.353119, 0.202154, -0.00756319, -1.39497, 2.17063, -0.0460844, -1.52345, -7.83101e-06, -1.57201, 0.775658, 0.1088, -0.00328803, 0.308057, 0.0445041, 0.483859, -0.512537, -3.6394e-05, 0.0288787, 0.352559, 
259.03, 0.212919, -0.00760553, -1.36269, 2.17592, -3.16938e-06, -1.57131, 5.98025e-05, -1.5718, 0.805888, 0.102137, -0.00552688, 0.320252, 0.0507101, 0.484915, -0.484915, -0, -0, 0.372104, 0.212809, -0.00797841, -1.36241, 2.1754, 0.0032559, -1.57415, -1.21043e-05, -1.57063, 0.812995, 0.100819, -0.00413161, 0.321114, 0.0542799, 0.479191, -0.477209, -4.69688e-05, -0.00180058, 0.375391, 
259.13, 0.222807, -0.00790597, -1.33331, 2.18285, 0.0459806, -1.6158, -1.51879e-05, -1.57238, 0.842647, 0.0982679, -0.00298451, 0.25746, 0.0966661, 0.440544, -0.416774, -0, -0.0132894, 0.362612, 0.222724, -0.00826236, -1.33319, 2.18323, 0.049007, -1.61837, -1.66018e-05, -1.57215, 0.850038, 0.100328, -0.00119056, 0.259528, 0.109198, 0.440149, -0.412449, -4.24123e-05, -0.0275778, 0.368723, 
259.23, 0.233014, -0.00792134, -1.31025, 2.19617, 0.0886761, -1.65484, 1.70864e-05, -1.57487, 0.879422, 0.101805, -0.000110538, 0.203727, 0.163223, 0.419151, -0.369233, -0, -0.0313251, 0.379698, 0.232925, -0.00821195, -1.31016, 2.19716, 0.0916691, -1.65718, -2.05154e-05, -1.57599, 0.886996, 0.103403, 0.00191002, 0.206238, 0.166878, 0.416103, -0.367148, -3.61964e-05, -0.0488753, 0.373113, 
259.33, 0.243403, -0.00771353, -1.29081, 2.21454, 0.130098, -1.69032, 1.04417e-05, -1.5798, 0.917599, 0.104458, 0.00187914, 0.181926, 0.212349, 0.399342, -0.353386, 0.00759396, -0.0664472, 0.395835, 0.243339, -0.00796738, -1.29077, 2.21616, 0.132918, -1.69249, -2.38546e-05, -1.58192, 0.925388, 0.104574, 0.00251923, 0.186934, 0.211743, 0.412125, -0.341914, -3.14547e-05, -0.0701537, 0.398675, 
259.43, 0.253764, -0.00760133, -1.2721, 2.23728, 0.17182, -1.72393, 9.49246e-07, -1.58703, 0.959321, 0.105121, 0.00165806, 0.18991, 0.254343, 0.412812, -0.328031, -0, -0.0806859, 0.441399, 0.253798, -0.00778059, -1.27198, 2.23942, 0.174603, -1.72597, -2.68863e-05, -1.59012, 0.967445, 0.10449, 0.000995806, 0.191323, 0.254108, 0.423323, -0.328771, -3.00847e-05, -0.0945034, 0.445428, 
259.53, 0.263921, -0.00772514, -1.25289, 2.26436, 0.214539, -1.756, 2.27819e-05, -1.59688, 1.00578, 0.0852244, 0.000994838, 0.16596, 0.266228, 0.38508, -0.282075, 0.0104417, -0.0958738, 0.41482, 0.264022, -0.00778056, -1.25273, 2.26665, 0.216896, -1.75768, -3.0291e-05, -1.6007, 1.01391, 0.0834971, -0.00063959, 0.160314, 0.24307, 0.352063, -0.25464, -6.18549e-05, -0.0974155, 0.403376, 
259.63, 0.267709, -0.00774039, -1.24526, 2.27813, 0.233691, -1.76878, 2.84774e-06, -1.60174, 1.02621, 0.000110538, 0.000773763, 0.00414516, 0.022978, 0.0269397, -0.0142622, -0, -0.00854321, 0.0189849, 0.267788, -0.00773258, -1.24536, 2.27779, 0.233051, -1.7692, -3.27055e-05, -1.60534, 1.03242, -0.000618524, 0.00157688, 0.00163844, -0.00584827, 0.00127605, -0.000877336, 3.78056e-05, -0.00055658, -0.00420735, 
259.73, 0.265701, -0.0076587, -1.2489, 2.27528, 0.227783, -1.76505, 4.74623e-06, -1.60051, 1.01891, -0.0312821, 0.00165806, -0.0572646, -0.0681417, -0.124398, 0.0744805, -0, 0.0246804, -0.127199, 0.265752, -0.00754801, -1.24897, 2.27104, 0.224678, -1.76327, -2.55794e-05, -1.60292, 1.02201, -0.0314649, 0.00169643, -0.0578534, -0.0981844, -0.129958, 0.0927546, 8.12071e-05, 0.0369737, -0.15603, 
259.83, 0.262705, -0.00758354, -1.25449, 2.26763, 0.215546, -1.75698, 1.04417e-05, -1.59822, 1.00689, -0.0242077, -0.000994838, -0.0437544, -0.0721034, -0.102213, 0.0728958, -0, 0.0199342, -0.0949246, 0.262778, -0.00742801, -1.25451, 2.26218, 0.212473, -1.75447, -1.86857e-05, -1.59954, 1.00767, -0.0243385, 0.000684828, -0.0458065, -0.0707903, -0.101273, 0.0738332, 5.62881e-05, 0.0272391, -0.116592, 
259.93, 0.26108, -0.00764942, -1.2575, 2.26258, 0.208167, -1.75209, 7.59396e-06, -1.59721, 1.00127, -0.00762709, -0.000110538, -0.0161201, -0.0309015, -0.041202, 0.0253551, -0, -0, -0.0218326, 0.261188, -0.00739675, -1.25752, 2.25765, 0.205839, -1.7496, -1.4172e-05, -1.59779, 1.00013, -0.00764301, 4.60407e-05, -0.0146296, -0.0212506, -0.0321133, 0.02369, 3.58662e-05, 0.0082957, -0.035877, 
260.03, 0.260909, -0.00770546, -1.2579, 2.26119, 0.206618, -1.75128, 5.69547e-06, -1.5972, 1.00122, -0.00044215, 0.00110538, 0.00583392, -0.00237704, 0.00316938, -0.00237704, -0, -0.00284774, 0.0132894, 0.26103, -0.00740394, -1.25784, 2.25723, 0.205145, -1.74909, -1.12407e-05, -1.59762, 0.999387, 0.00294505, -0.000142264, 0.0054045, 0.00842993, 0.011917, -0.00878228, 2.37796e-05, -0.00320535, 0.0138365, 
260.13, 0.261293, -0.00772127, -1.25699, 2.26127, 0.207527, -1.75159, 9.49246e-06, -1.59733, 1.00336, 0.0044215, -0.000221075, 0.00951851, 0.00316938, 0.0174316, -0.00554642, -0, -0, 0.0246804, 0.26149, -0.00741871, -1.25698, 2.25853, 0.207034, -1.75048, -9.23448e-06, -1.59812, 1.00155, 0.00512002, -0.000131697, 0.00961567, 0.0145044, 0.021129, -0.0155338, 1.71509e-05, -0.00564017, 0.0241216, 
260.23, 0.261709, -0.00770181, -1.2562, 2.26155, 0.209101, -1.75216, 8.54321e-06, -1.59741, 1.00542, 0.00232129, -0.000331613, 0.00445221, 0.00316938, 0.0126775, -0.00554642, 0.00284774, -0, 0.0151879, 0.261909, -0.00742789, -1.25619, 2.25972, 0.208767, -1.75175, -7.67674e-06, -1.59859, 1.00353, 0.002926, -4.89765e-05, 0.00554307, 0.0082734, 0.0121408, -0.00889691, 1.44186e-05, -0.00328244, 0.0138177, 
260.33, 0.26192, -0.00765008, -1.25595, 2.26177, 0.209885, -1.75245, 6.64472e-06, -1.59741, 1.00631, 0.000110538, 0.00165806, 0.00291696, -0, 0.00554642, 0, -0, -0, 0.00569547, 0.262068, -0.00742924, -1.25589, 2.26016, 0.209426, -1.75223, -6.30869e-06, -1.59877, 1.00427, 0.000406535, 1.42019e-05, 0.000803863, 0.00108308, 0.00170188, -0.00124006, 1.296e-05, -0.000498991, 0.00188808, 
260.43, 0.261893, -0.00760089, -1.25605, 2.26179, 0.209968, -1.75246, 6.64472e-06, -1.5974, 1.00643, -0.00044215, 0.000663225, -0.00184229, -0, -0, 0, -0, -0, 0.00284774, 0.262038, -0.0074267, -1.25594, 2.26007, 0.209302, -1.75214, -5.09558e-06, -1.59874, 1.00413, -0.000758369, 2.96587e-05, -0.00140997, -0.00221454, -0.00315684, 0.00231902, 1.12239e-05, 0.000803891, -0.00362351, 
260.53, 0.261868, -0.00749953, -1.25619, 2.26179, 0.209931, -1.75245, 7.59396e-06, -1.5974, 1.00642, 0.00143699, 0.00254236, 0.00107467, -0, -0, 0, -0, -0, -0.00284774, 0.261956, -0.00742422, -1.25609, 2.25983, 0.20896, -1.75189, -4.07491e-06, -1.59865, 1.00374, -0.000743515, 1.78332e-05, -0.00140016, -0.00213729, -0.00311507, 0.00228868, 9.17643e-06, 0.000798163, -0.00353663, 
260.63, 0.261879, -0.00739109, -1.25626, 2.26178, 0.209877, -1.75244, 9.49246e-06, -1.5974, 1.00643, 0, 0.000663225, -0.000921146, -0, -0, 0, 0.00284774, -0, -0, 0.261903, -0.00742321, -1.25619, 2.25968, 0.208737, -1.75173, -3.25671e-06, -1.59859, 1.00349, -0.000303364, 3.21527e-06, -0.000577836, -0.000866466, -0.00129198, 0.000951379, 7.23737e-06, 0.000318642, -0.00144366, 
260.73, 0.261943, -0.00735926, -1.25626, 2.26178, 0.209855, -1.75244, 7.59396e-06, -1.5974, 1.00644, 0.000663225, 0.000663225, 0.000307049, -0, -0, 0, -0, -0, -0, 0.261891, -0.00742332, -1.25622, 2.25965, 0.208686, -1.75169, -2.61507e-06, -1.59858, 1.00343, 3.59298e-05, -3.9225e-06, 6.26327e-05, 0.000101438, 0.000123112, -8.73644e-05, 5.66534e-06, -5.25071e-05, 0.000164572, 
260.83, 0.261973, -0.00726961, -1.25624, 2.26177, 0.209853, -1.75244, 8.54321e-06, -1.5974, 1.0065, -0.000221075, 0.00132645, 0.00122819, -0, -0, 0, -0, -0, 0.00474623, 0.261902, -0.00742376, -1.2562, 2.25968, 0.208728, -1.75172, -2.11024e-06, -1.5986, 1.00348, 0.000139757, -4.23256e-06, 0.000261681, 0.000394002, 0.000562938, -0.00041057, 4.49116e-06, -0.000165436, 0.00065608, 
260.93, 0.262025, -0.00721467, -1.25625, 2.26177, 0.209853, -1.75244, 7.59396e-06, -1.5974, 1.00652, 0.00044215, 0.00044215, 0.000307049, -0, 0.00237704, 0, -0, -0, -0, 0.261914, -0.00742407, -1.25617, 2.25971, 0.208778, -1.75176, -1.7066e-06, -1.59861, 1.00354, 9.62431e-05, -1.87142e-06, 0.000181914, 0.000267945, 0.00038847, -0.000283028, 3.62222e-06, -0.000115976, 0.000450179, 
261.03, 0.262037, -0.00720274, -1.2562, 2.26177, 0.209853, -1.75244, 7.59396e-06, -1.5974, 1.00653, -0.000663225, -0.000663225, 0.00153524, -0, -0, 0, -0, -0, -0, 0.26192, -0.00742415, -1.25616, 2.25973, 0.208802, -1.75177, -1.37928e-06, -1.59862, 1.00357, 2.39594e-05, 8.8052e-08, 4.61949e-05, 6.21563e-05, 9.13535e-05, -6.54663e-05, 2.94904e-06, -3.45427e-05, 0.000108612, 
261.13, 0.262034, -0.00719677, -1.25618, 2.26177, 0.20985, -1.75244, 8.54321e-06, -1.5974, 1.00653, 0.000663225, 0.000663225, 0.000921146, -0, -0, 0, -0, -0, -0, 0.26192, -0.0074241, -1.25616, 2.25973, 0.208801, -1.75177, -1.11271e-06, -1.59862, 1.00357, -1.66449e-05, 7.52671e-07, -3.07561e-05, -5.20968e-05, -7.60427e-05, 5.70139e-05, 2.39946e-06, 1.19229e-05, -8.26401e-05, 
261.23, 0.262029, -0.00720218, -1.2562, 2.26176, 0.209846, -1.75244, 7.59396e-06, -1.5974, 1.00654, 0, 0, -0, -0, -0, 0, -0, -0, -0, 0.261918, -0.00742403, -1.25617, 2.25972, 0.208792, -1.75176, -8.96378e-07, -1.59862, 1.00356, -2.18522e-05, 5.55076e-07, -4.10877e-05, -6.54364e-05, -9.69237e-05, 7.20909e-05, 1.9411e-06, 1.90638e-05, -0.000106352, 
261.33, 0.262053, -0.00719002, -1.25617, 2.26176, 0.209838, -1.75244, 7.59396e-06, -1.5974, 1.00653, 0.000221075, 0, 0, -0, -0, 0, -0, -0, -0, 0.261916, -0.007424, -1.25617, 2.25972, 0.208784, -1.75176, -7.21851e-07, -1.59862, 1.00355, -1.09912e-05, 1.58536e-07, -2.08645e-05, -3.35131e-05, -5.0957e-05, 3.81828e-05, 1.56213e-06, 8.13884e-06, -5.4239e-05, 
261.43, 0.262039, -0.00721633, -1.25617, 2.26175, 0.209828, -1.75244, 8.54321e-06, -1.5974, 1.00653, -0.00044215, -0.000663225, 0.000614097, 0.00237704, -0, 0, -0, -0, -0, 0.261916, -0.00742399, -1.25617, 2.25972, 0.208781, -1.75176, -5.81567e-07, -1.59862, 1.00355, -5.68716e-07, -7.87484e-08, -1.22314e-06, -3.32739e-06, -6.6844e-06, 5.55347e-06, 1.25476e-06, -2.57909e-06, -4.43927e-06, 
261.53, 0.261999, -0.00728022, -1.25611, 2.26174, 0.209815, -1.75244, 7.59396e-06, -1.5974, 1.00653, -0.00044215, -0.000663225, 0.000307049, -0, -0, 0, -0, -0, -0, 0.261916, -0.00742401, -1.25617, 2.25972, 0.208782, -1.75176, -4.68844e-07, -1.59862, 1.00355, 3.59856e-06, -1.19259e-07, 6.71947e-06, 8.79476e-06, 1.15507e-05, -7.9479e-06, 1.00897e-06, -6.5784e-06, 1.56037e-05, 
261.63, 0.261957, -0.00734809, -1.25608, 2.26174, 0.209808, -1.75244, 7.59396e-06, -1.5974, 1.00653, -0.000552688, -0.000773763, 0.000153524, -0, -0, 0, -0, -0, -0, 0.261916, -0.00742402, -1.25617, 2.25972, 0.208783, -1.75176, -3.78109e-07, -1.59862, 1.00355, 3.02777e-06, -6.42976e-08, 5.71312e-06, 7.36455e-06, 9.92366e-06, -6.85631e-06, 8.1307e-07, -5.46418e-06, 1.31497e-05, 
